"task_id","pair_id","input_shape","output_shape","input_colors","output_colors","recoloration","rotation_90","rotation_180","rotation_270","flip_horizontal","flip_vertical","transpose","repetition","padding","translation","tiled_subgrid","partial_symetry","pattern_checkerboard","pattern_horizontal_stripes","pattern_vertical_stripes","pattern_uniform_blocks","shape_based_recoloration"
"e179c5f4",2,"[10, 4]","[10, 4]","[0, 1]","[1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,True
"e1baa8a4",0,"[15, 14]","[2, 3]","[1, 2, 3, 5, 6, 8]","[1, 2, 3, 5, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,False
"e1baa8a4",1,"[12, 14]","[2, 3]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,False
"e1baa8a4",2,"[15, 15]","[3, 4]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e1baa8a4",3,"[13, 15]","[2, 2]","[2, 3, 5, 8]","[2, 3, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,False
"e1d2900e",0,"[30, 30]","[30, 30]","[0, 1, 2]","[0, 1, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e1d2900e",1,"[30, 30]","[30, 30]","[0, 1, 2]","[0, 1, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e1d2900e",2,"[10, 13]","[10, 13]","[0, 1, 2]","[0, 1, 2]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e2092e0c",0,"[15, 15]","[15, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e2092e0c",1,"[15, 15]","[15, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e2092e0c",2,"[15, 15]","[15, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e21a174a",0,"[7, 7]","[7, 7]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e21a174a",1,"[13, 13]","[13, 13]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e21a174a",2,"[13, 13]","[13, 13]","[0, 1, 2, 3, 4, 8]","[0, 1, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e21d9049",0,"[15, 14]","[15, 14]","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e21d9049",1,"[12, 11]","[12, 11]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e26a3af2",0,"[13, 14]","[13, 14]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e26a3af2",1,"[13, 17]","[13, 17]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e26a3af2",2,"[15, 14]","[15, 14]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e345f17b",0,"[4, 8]","[4, 4]","[0, 5, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e345f17b",1,"[4, 8]","[4, 4]","[0, 5, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e345f17b",2,"[4, 8]","[4, 4]","[0, 5, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e345f17b",3,"[4, 8]","[4, 4]","[0, 5, 6]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e3497940",0,"[10, 9]","[10, 4]","[0, 2, 5, 6]","[0, 2, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e3497940",1,"[10, 9]","[10, 4]","[0, 3, 4, 5]","[0, 3, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e3497940",2,"[10, 9]","[10, 4]","[0, 5, 7, 8]","[0, 7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e39e9282",0,"[11, 11]","[11, 11]","[5, 6, 8, 9]","[6, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e39e9282",1,"[9, 9]","[9, 9]","[6, 8, 9]","[6, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e39e9282",2,"[15, 15]","[15, 15]","[5, 6, 8, 9]","[6, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e3f79277",0,"[6, 6]","[16, 16]","[5, 7]","[5, 7]",False,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"e3f79277",1,"[6, 6]","[16, 16]","[7, 9]","[7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,True,False,False
"e3fe1151",0,"[5, 5]","[5, 5]","[0, 1, 5, 7, 8]","[0, 1, 5, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e3fe1151",1,"[5, 5]","[5, 5]","[2, 3, 7, 8, 9]","[2, 3, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e3fe1151",2,"[5, 5]","[5, 5]","[3, 4, 5, 7]","[3, 4, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4075551",0,"[15, 14]","[15, 14]","[0, 2, 4, 6, 7, 8]","[0, 2, 4, 5, 6, 7, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4075551",1,"[14, 15]","[14, 15]","[0, 2, 3, 4, 6, 8]","[0, 2, 3, 4, 5, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4075551",2,"[15, 15]","[15, 15]","[0, 1, 2, 3, 6, 9]","[0, 1, 2, 3, 5, 6, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e40b9e2f",0,"[10, 10]","[10, 10]","[0, 3, 6]","[0, 3, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e40b9e2f",1,"[10, 10]","[10, 10]","[0, 4, 7]","[0, 4, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e40b9e2f",2,"[10, 10]","[10, 10]","[0, 8, 9]","[0, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e41c6fd3",0,"[14, 30]","[14, 30]","[0, 1, 3, 6, 8]","[0, 1, 3, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e41c6fd3",1,"[13, 23]","[13, 23]","[0, 2, 4, 8]","[0, 2, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e41c6fd3",2,"[16, 30]","[16, 30]","[0, 1, 2, 3, 4, 8]","[0, 1, 2, 3, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e45ef808",0,"[12, 12]","[12, 12]","[0, 1, 6]","[0, 1, 4, 6, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e45ef808",1,"[12, 12]","[12, 12]","[0, 1, 6]","[0, 1, 4, 6, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4888269",0,"[10, 20]","[10, 20]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4888269",1,"[10, 20]","[10, 20]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4888269",2,"[10, 20]","[10, 20]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e48d4e1a",0,"[10, 10]","[10, 10]","[0, 5, 6]","[0, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e48d4e1a",1,"[10, 10]","[10, 10]","[0, 4, 5]","[0, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e48d4e1a",2,"[10, 10]","[10, 10]","[0, 3, 5]","[0, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e48d4e1a",3,"[10, 10]","[10, 10]","[0, 2, 5]","[0, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e4941b18",0,"[9, 9]","[9, 9]","[2, 5, 7, 8]","[2, 5, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4941b18",1,"[7, 7]","[7, 7]","[2, 5, 7, 8]","[2, 5, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e4941b18",2,"[11, 11]","[11, 11]","[2, 5, 7, 8]","[2, 5, 7, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5062a87",0,"[10, 10]","[10, 10]","[0, 2, 5]","[0, 2, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5062a87",1,"[10, 10]","[10, 10]","[0, 2, 5]","[0, 2, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5062a87",2,"[10, 10]","[10, 10]","[0, 2, 5]","[0, 2, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e509e548",0,"[10, 11]","[10, 11]","[0, 3]","[0, 1, 2, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e509e548",1,"[19, 21]","[19, 21]","[0, 3]","[0, 1, 2, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e509e548",2,"[14, 12]","[14, 12]","[0, 3]","[0, 1, 2, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e50d258f",0,"[10, 10]","[3, 3]","[0, 1, 2, 8]","[1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e50d258f",1,"[10, 10]","[5, 4]","[0, 1, 2, 8]","[1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e50d258f",2,"[10, 10]","[6, 4]","[0, 1, 2, 8]","[1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e57337a4",0,"[15, 15]","[3, 3]","[0, 8]","[0, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e57337a4",1,"[15, 15]","[3, 3]","[0, 9]","[0, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e57337a4",2,"[15, 15]","[3, 3]","[0, 7]","[0, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e5790162",0,"[6, 6]","[6, 6]","[0, 3, 8]","[0, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5790162",1,"[8, 6]","[8, 6]","[0, 3, 6, 8]","[0, 3, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5790162",2,"[8, 8]","[8, 8]","[0, 3, 6, 8]","[0, 3, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5790162",3,"[9, 8]","[9, 8]","[0, 3, 6, 8]","[0, 3, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5790162",4,"[6, 6]","[6, 6]","[0, 3, 6]","[0, 3, 6]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5c44e8f",0,"[11, 11]","[11, 11]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e5c44e8f",1,"[11, 11]","[11, 11]","[0, 3]","[0, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e5c44e8f",2,"[11, 11]","[11, 11]","[0, 2, 3]","[0, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e619ca6e",0,"[25, 22]","[25, 22]","[0, 3]","[0, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e619ca6e",1,"[29, 29]","[29, 29]","[0, 3]","[0, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e619ca6e",2,"[29, 27]","[29, 27]","[0, 3]","[0, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e633a9e5",0,"[3, 3]","[5, 5]","[1, 2, 3, 5, 8]","[1, 2, 3, 5, 8]",False,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"e633a9e5",1,"[3, 3]","[5, 5]","[1, 2, 4, 5, 6, 7]","[1, 2, 4, 5, 6, 7]",False,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"e633a9e5",2,"[3, 3]","[5, 5]","[1, 2, 3, 5, 6, 7]","[1, 2, 3, 5, 6, 7]",False,False,False,False,False,False,False,False,True,True,False,"",False,False,False,False,False
"e6721834",0,"[11, 20]","[11, 10]","[1, 2, 3, 6, 8]","[1, 2, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e6721834",1,"[30, 17]","[15, 17]","[0, 1, 2, 3, 8]","[0, 1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e6721834",2,"[10, 16]","[10, 8]","[1, 2, 4, 6, 8]","[1, 2, 4, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e681b708",0,"[22, 24]","[22, 24]","[0, 1, 2, 3, 8]","[0, 1, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e681b708",1,"[27, 23]","[27, 23]","[0, 1, 2, 3, 6, 8]","[0, 1, 2, 3, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e681b708",2,"[20, 22]","[20, 22]","[0, 1, 2, 3, 8]","[0, 1, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e69241bd",0,"[9, 9]","[9, 9]","[0, 1, 3, 5, 7]","[0, 1, 3, 5, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e69241bd",1,"[9, 9]","[9, 9]","[0, 5, 6, 8]","[0, 5, 6, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e69241bd",2,"[7, 7]","[7, 7]","[0, 3, 4, 5, 8]","[0, 3, 4, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e6de6e8f",0,"[2, 12]","[8, 7]","[0, 2]","[0, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,False
"e6de6e8f",1,"[2, 12]","[8, 7]","[0, 2]","[0, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,False
"e6de6e8f",2,"[2, 12]","[8, 7]","[0, 2]","[0, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,False
"e729b7be",0,"[17, 17]","[17, 17]","[1, 3, 4, 6, 7, 8, 9]","[1, 3, 4, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e729b7be",1,"[15, 15]","[15, 15]","[1, 2, 4, 7, 8, 9]","[1, 2, 4, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e729b7be",2,"[17, 17]","[17, 17]","[1, 4, 5, 6, 7, 8, 9]","[1, 4, 5, 6, 7, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e73095fd",0,"[13, 16]","[13, 16]","[0, 5]","[0, 4, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e73095fd",1,"[12, 19]","[12, 19]","[0, 5]","[0, 4, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e73095fd",2,"[15, 17]","[15, 17]","[0, 5]","[0, 4, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e734a0e8",0,"[23, 23]","[23, 23]","[0, 7, 9]","[0, 7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e734a0e8",1,"[11, 11]","[11, 11]","[0, 2, 7]","[0, 2, 7]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e74e1818",0,"[11, 11]","[11, 11]","[0, 1, 2, 3, 5, 8]","[0, 1, 2, 3, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e74e1818",1,"[13, 13]","[13, 13]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e74e1818",2,"[7, 7]","[7, 7]","[0, 3, 4, 9]","[0, 3, 4, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e760a62e",0,"[24, 24]","[24, 24]","[0, 2, 3, 8]","[0, 2, 3, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e760a62e",1,"[22, 22]","[22, 22]","[0, 2, 3, 8]","[0, 2, 3, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e760a62e",2,"[26, 26]","[26, 26]","[0, 2, 3, 8]","[0, 2, 3, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e7639916",0,"[8, 12]","[8, 12]","[0, 8]","[0, 1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e7639916",1,"[10, 20]","[10, 20]","[0, 8]","[0, 1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e7639916",2,"[11, 13]","[11, 13]","[0, 8]","[0, 1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e76a88a6",0,"[10, 10]","[10, 10]","[0, 5, 6, 8]","[0, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e76a88a6",1,"[10, 10]","[10, 10]","[0, 2, 4, 5]","[0, 2, 4]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e78887d1",0,"[5, 15]","[3, 15]","[0, 1, 2, 3, 5]","[0, 1, 2, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e78887d1",1,"[9, 11]","[3, 11]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e78887d1",2,"[9, 15]","[3, 15]","[0, 1, 2, 3, 5]","[0, 1, 2, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e78887d1",3,"[13, 11]","[3, 11]","[0, 1, 2, 3]","[0, 1, 2, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e7a25a18",0,"[14, 14]","[6, 6]","[0, 2, 3, 5, 6, 8]","[2, 3, 5, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e7a25a18",1,"[14, 14]","[10, 10]","[0, 1, 2, 3, 4, 8]","[1, 2, 3, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e7b06bea",0,"[12, 8]","[12, 8]","[0, 2, 3, 5]","[0, 2, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e7b06bea",1,"[7, 7]","[7, 7]","[0, 5, 8, 9]","[0, 5, 8, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e7b06bea",2,"[9, 7]","[9, 7]","[0, 5, 6, 7, 9]","[0, 5, 6, 7, 9]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e7b06bea",3,"[14, 6]","[14, 6]","[0, 2, 4, 5, 8]","[0, 2, 4, 5, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e7b06bea",4,"[5, 5]","[5, 5]","[0, 1, 3, 5]","[0, 1, 3, 5]",False,False,False,False,False,False,False,False,False,False,False,"",False,True,False,False,True
"e7dd8335",0,"[8, 9]","[8, 9]","[0, 1]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e7dd8335",1,"[7, 7]","[7, 7]","[0, 1]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e7dd8335",2,"[9, 9]","[9, 9]","[0, 1]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e84fef15",0,"[29, 29]","[5, 5]","[0, 2, 3, 4, 8]","[0, 1, 2, 4, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e84fef15",1,"[29, 29]","[5, 5]","[0, 2, 3, 4, 6, 8]","[0, 1, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e84fef15",2,"[29, 29]","[5, 5]","[0, 2, 3, 4, 8]","[0, 1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e8593010",0,"[10, 10]","[10, 10]","[0, 5]","[1, 2, 3, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e8593010",1,"[10, 10]","[10, 10]","[0, 5]","[1, 2, 3, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e8593010",2,"[10, 10]","[10, 10]","[0, 5]","[1, 2, 3, 5]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e872b94a",0,"[7, 7]","[3, 1]","[0, 5]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e872b94a",1,"[3, 3]","[2, 1]","[0, 5]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e872b94a",2,"[9, 12]","[5, 1]","[0, 5]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e872b94a",3,"[12, 12]","[4, 1]","[0, 5]","[0]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e88171ec",0,"[15, 15]","[15, 15]","[0, 2]","[0, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e88171ec",1,"[19, 19]","[19, 19]","[0, 4, 5]","[0, 4, 5, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e88171ec",2,"[16, 16]","[16, 16]","[0, 3]","[0, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e8dc4411",0,"[13, 15]","[13, 15]","[0, 1, 3]","[0, 1, 3]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e8dc4411",1,"[12, 14]","[12, 14]","[0, 2, 8]","[0, 2, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e8dc4411",2,"[12, 16]","[12, 16]","[0, 4, 8]","[0, 4, 8]",False,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e9614598",0,"[10, 10]","[10, 10]","[0, 1]","[0, 1, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e9614598",1,"[10, 10]","[10, 10]","[0, 1]","[0, 1, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e98196ab",0,"[11, 11]","[5, 11]","[0, 3, 5, 7]","[0, 3, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e98196ab",1,"[11, 11]","[5, 11]","[0, 1, 5, 8]","[0, 1, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e98196ab",2,"[11, 11]","[5, 11]","[0, 1, 2, 5]","[0, 1, 2]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e99362f0",0,"[11, 9]","[5, 4]","[0, 2, 4, 7, 8, 9]","[0, 2, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e99362f0",1,"[11, 9]","[5, 4]","[0, 2, 4, 7, 8, 9]","[0, 2, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e99362f0",2,"[11, 9]","[5, 4]","[0, 2, 4, 7, 8, 9]","[2, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e99362f0",3,"[11, 9]","[5, 4]","[0, 2, 4, 7, 8, 9]","[2, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e99362f0",4,"[11, 9]","[5, 4]","[0, 2, 4, 7, 8, 9]","[0, 2, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e99362f0",5,"[11, 9]","[5, 4]","[0, 2, 4, 7, 8, 9]","[2, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e9ac8c9e",0,"[10, 10]","[10, 10]","[0, 3, 4, 5, 6, 8]","[0, 3, 4, 6, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e9ac8c9e",1,"[10, 10]","[10, 10]","[0, 1, 2, 4, 5, 7]","[0, 1, 2, 4, 7]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,True
"e9ac8c9e",2,"[10, 10]","[10, 10]","[0, 5, 6, 7, 8, 9]","[0, 6, 7, 8, 9]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e9afcf9a",0,"[2, 6]","[2, 6]","[4, 8]","[4, 8]",False,False,False,False,False,False,False,False,False,False,False,"vertical_half",False,True,True,False,False
"e9afcf9a",1,"[2, 6]","[2, 6]","[3, 9]","[3, 9]",False,False,False,False,False,False,False,False,False,False,False,"vertical_half",False,True,True,False,False
"e9b4f6fc",0,"[13, 13]","[4, 7]","[0, 1, 2, 3, 4, 8]","[1, 3, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e9b4f6fc",1,"[13, 13]","[7, 7]","[0, 1, 2, 3, 4, 5, 6, 8]","[2, 3, 4, 6]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e9b4f6fc",2,"[13, 13]","[4, 4]","[0, 1, 2, 3, 4, 8]","[1, 2, 3]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
"e9b4f6fc",3,"[13, 13]","[6, 6]","[0, 1, 2, 3, 4, 8]","[1, 2, 8]",True,False,False,False,False,False,False,False,False,False,False,"",False,False,False,False,False
